facilityuid,facility,code,ward,sub_county,county,indicator,period,dhis2_value,datim_value,gender,age
ghUdW9zdUuu,Nyaburi Clinic,13865,Oruba Ward,Suna West Sub County,Migori County,atSQz5O7e2A,2020Q2,44,45.0,(F),25+
ghUdW9zdUuu,Nyaburi Clinic,13865,Oruba Ward,Suna West Sub County,Migori County,JiuqbydCIcy,2020Q1,12,17.0,(F),20-24
ghUdW9zdUuu,Nyaburi Clinic,13865,Oruba Ward,Suna West Sub County,Migori County,pkShOkgNQt2,2020Q1,11,6.0,(M),20-24
ghUdW9zdUuu,Nyaburi Clinic,13865,Oruba Ward,Suna West Sub County,Migori County,YXJf27jfkvS,2019Q4,18,17.0,(F),15-19
gMhjxJKU9mM,St Monica Rapogi Health Centre,14121,North kanyamkago Ward,Uriri Sub County,Migori County,atSQz5O7e2A,2019Q4,336,326.0,(F),25+
gMhjxJKU9mM,St Monica Rapogi Health Centre,14121,North kanyamkago Ward,Uriri Sub County,Migori County,gMICOUtzqRb,2019Q4,22,22.0,(F),10-14
gMhjxJKU9mM,St Monica Rapogi Health Centre,14121,North kanyamkago Ward,Uriri Sub County,Migori County,gMICOUtzqRb,2020Q1,10,13.0,(F),10-14
gMhjxJKU9mM,St Monica Rapogi Health Centre,14121,North kanyamkago Ward,Uriri Sub County,Migori County,gMICOUtzqRb,2020Q2,1,10.0,(F),10-14
gMhjxJKU9mM,St Monica Rapogi Health Centre,14121,North kanyamkago Ward,Uriri Sub County,Migori County,JiuqbydCIcy,2020Q2,41,82.0,(F),20-24
gMhjxJKU9mM,St Monica Rapogi Health Centre,14121,North kanyamkago Ward,Uriri Sub County,Migori County,pkShOkgNQt2,2019Q4,53,52.0,(M),20-24
gMhjxJKU9mM,St Monica Rapogi Health Centre,14121,North kanyamkago Ward,Uriri Sub County,Migori County,pkShOkgNQt2,2020Q1,18,27.0,(M),20-24
gMhjxJKU9mM,St Monica Rapogi Health Centre,14121,North kanyamkago Ward,Uriri Sub County,Migori County,pkShOkgNQt2,2020Q2,24,24.0,(M),20-24
gMhjxJKU9mM,St Monica Rapogi Health Centre,14121,North kanyamkago Ward,Uriri Sub County,Migori County,YXJf27jfkvS,2020Q2,27,51.0,(F),15-19
BSIVRetkq9o,Getongoroma Dispensary,13569,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,atSQz5O7e2A,2019Q4,70,102.0,(F),25+
BSIVRetkq9o,Getongoroma Dispensary,13569,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,atSQz5O7e2A,2020Q1,90,134.0,(F),25+
BSIVRetkq9o,Getongoroma Dispensary,13569,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,atSQz5O7e2A,2020Q2,59,73.0,(F),25+
BSIVRetkq9o,Getongoroma Dispensary,13569,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,gMICOUtzqRb,2019Q4,10,9.0,(F),10-14
BSIVRetkq9o,Getongoroma Dispensary,13569,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,gMICOUtzqRb,2020Q1,2,1.0,(F),10-14
BSIVRetkq9o,Getongoroma Dispensary,13569,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,gMICOUtzqRb,2020Q2,1,1.0,(F),10-14
BSIVRetkq9o,Getongoroma Dispensary,13569,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,gTkVw97FnQK,2019Q4,50,50.0,(M),25+
BSIVRetkq9o,Getongoroma Dispensary,13569,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,gTkVw97FnQK,2020Q1,42,51.0,(M),25+
BSIVRetkq9o,Getongoroma Dispensary,13569,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,XiRbc0DSMOH,2019Q4,6,6.0,(M),15-19
BSIVRetkq9o,Getongoroma Dispensary,13569,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,XiRbc0DSMOH,2020Q1,3,3.0,(M),15-19
BSIVRetkq9o,Getongoroma Dispensary,13569,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,XiRbc0DSMOH,2020Q2,2,2.0,(M),15-19
GNwx6r3BZ8O,Pastor Machage Memorial Hospital,14014,Oruba Ward,Suna West Sub County,Migori County,JiuqbydCIcy,2019Q4,6,6.0,(F),20-24
GNwx6r3BZ8O,Pastor Machage Memorial Hospital,14014,Oruba Ward,Suna West Sub County,Migori County,JiuqbydCIcy,2020Q1,12,14.0,(F),20-24
GNwx6r3BZ8O,Pastor Machage Memorial Hospital,14014,Oruba Ward,Suna West Sub County,Migori County,JiuqbydCIcy,2020Q2,4,0.0,(F),20-24
GNwx6r3BZ8O,Pastor Machage Memorial Hospital,14014,Oruba Ward,Suna West Sub County,Migori County,YXJf27jfkvS,2019Q4,9,14.0,(F),15-19
GNwx6r3BZ8O,Pastor Machage Memorial Hospital,14014,Oruba Ward,Suna West Sub County,Migori County,YXJf27jfkvS,2020Q1,8,9.0,(F),15-19
bSxPFKvm0Qh,Kehancha Mother & Child Hospital,13665,Bukira east Ward,Kuria West Sub County,Migori County,atSQz5O7e2A,2020Q1,73,83.0,(F),25+
bSxPFKvm0Qh,Kehancha Mother & Child Hospital,13665,Bukira east Ward,Kuria West Sub County,Migori County,atSQz5O7e2A,2020Q2,50,67.0,(F),25+
bSxPFKvm0Qh,Kehancha Mother & Child Hospital,13665,Bukira east Ward,Kuria West Sub County,Migori County,gMICOUtzqRb,2019Q4,3,2.0,(F),10-14
bSxPFKvm0Qh,Kehancha Mother & Child Hospital,13665,Bukira east Ward,Kuria West Sub County,Migori County,gMICOUtzqRb,2020Q1,7,7.0,(F),10-14
bSxPFKvm0Qh,Kehancha Mother & Child Hospital,13665,Bukira east Ward,Kuria West Sub County,Migori County,gMICOUtzqRb,2020Q2,2,1.0,(F),10-14
bSxPFKvm0Qh,Kehancha Mother & Child Hospital,13665,Bukira east Ward,Kuria West Sub County,Migori County,gTkVw97FnQK,2019Q4,44,50.0,(M),25+
bSxPFKvm0Qh,Kehancha Mother & Child Hospital,13665,Bukira east Ward,Kuria West Sub County,Migori County,gTkVw97FnQK,2020Q1,82,80.0,(M),25+
bSxPFKvm0Qh,Kehancha Mother & Child Hospital,13665,Bukira east Ward,Kuria West Sub County,Migori County,gTkVw97FnQK,2020Q2,55,47.0,(M),25+
bSxPFKvm0Qh,Kehancha Mother & Child Hospital,13665,Bukira east Ward,Kuria West Sub County,Migori County,XiRbc0DSMOH,2019Q4,8,4.0,(M),15-19
bSxPFKvm0Qh,Kehancha Mother & Child Hospital,13665,Bukira east Ward,Kuria West Sub County,Migori County,XiRbc0DSMOH,2020Q1,6,5.0,(M),15-19
bSxPFKvm0Qh,Kehancha Mother & Child Hospital,13665,Bukira east Ward,Kuria West Sub County,Migori County,XiRbc0DSMOH,2020Q2,3,4.0,(M),15-19
I2z6MT7pHrX,Ranen (SDA) Dispensary,14032,North sakwa Ward,Awendo Sub County,Migori County,JiuqbydCIcy,2020Q1,26,40.0,(F),20-24
BXOrXdOZoWE,Macalder Sub-District Hospital,13745,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,2019Q4,243,216.0,(F),25+
BXOrXdOZoWE,Macalder Sub-District Hospital,13745,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,2020Q1,236,181.0,(F),25+
BXOrXdOZoWE,Macalder Sub-District Hospital,13745,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,gTkVw97FnQK,2019Q4,185,173.0,(M),25+
BXOrXdOZoWE,Macalder Sub-District Hospital,13745,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,lj9QYJqS7bN,2019Q4,11,11.0,(M),10-14
BXOrXdOZoWE,Macalder Sub-District Hospital,13745,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,lj9QYJqS7bN,2020Q1,1,1.0,(M),10-14
BXOrXdOZoWE,Macalder Sub-District Hospital,13745,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,2019Q4,47,46.0,(M),15-19
BXOrXdOZoWE,Macalder Sub-District Hospital,13745,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,2020Q1,39,39.0,(M),15-19
BXOrXdOZoWE,Macalder Sub-District Hospital,13745,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,2020Q1,64,75.0,(F),15-19
I2z6MT7pHrX,Ranen (SDA) Dispensary,14032,North sakwa Ward,Awendo Sub County,Migori County,pkShOkgNQt2,2020Q1,16,17.0,(M),20-24
I2z6MT7pHrX,Ranen (SDA) Dispensary,14032,North sakwa Ward,Awendo Sub County,Migori County,YXJf27jfkvS,2020Q1,27,34.0,(F),15-19
cd2oXY1uQan,Verna Health Centre,14166,East kamagambo Ward,Rongo Sub County,Migori County,atSQz5O7e2A,2019Q4,401,426.0,(F),25+
cd2oXY1uQan,Verna Health Centre,14166,East kamagambo Ward,Rongo Sub County,Migori County,atSQz5O7e2A,2020Q2,175,222.0,(F),25+
cd2oXY1uQan,Verna Health Centre,14166,East kamagambo Ward,Rongo Sub County,Migori County,gTkVw97FnQK,2019Q4,222,232.0,(M),25+
cd2oXY1uQan,Verna Health Centre,14166,East kamagambo Ward,Rongo Sub County,Migori County,gTkVw97FnQK,2020Q1,250,250.0,(M),25+
cd2oXY1uQan,Verna Health Centre,14166,East kamagambo Ward,Rongo Sub County,Migori County,gTkVw97FnQK,2020Q2,126,125.0,(M),25+
cd2oXY1uQan,Verna Health Centre,14166,East kamagambo Ward,Rongo Sub County,Migori County,XiRbc0DSMOH,2019Q4,38,43.0,(M),15-19
cd2oXY1uQan,Verna Health Centre,14166,East kamagambo Ward,Rongo Sub County,Migori County,XiRbc0DSMOH,2020Q1,45,44.0,(M),15-19
cd2oXY1uQan,Verna Health Centre,14166,East kamagambo Ward,Rongo Sub County,Migori County,XiRbc0DSMOH,2020Q2,11,11.0,(M),15-19
cdSguOsrorH,Iraha Dispensary,13619,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,atSQz5O7e2A,2019Q4,21,72.0,(F),25+
cdSguOsrorH,Iraha Dispensary,13619,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,atSQz5O7e2A,2020Q1,19,34.0,(F),25+
cdSguOsrorH,Iraha Dispensary,13619,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,gTkVw97FnQK,2019Q4,15,16.0,(M),25+
cdSguOsrorH,Iraha Dispensary,13619,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,gTkVw97FnQK,2020Q1,13,13.0,(M),25+
cdSguOsrorH,Iraha Dispensary,13619,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,gTkVw97FnQK,2020Q2,9,10.0,(M),25+
cdSguOsrorH,Iraha Dispensary,13619,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,XiRbc0DSMOH,2019Q4,4,4.0,(M),15-19
cdSguOsrorH,Iraha Dispensary,13619,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,XiRbc0DSMOH,2020Q1,3,2.0,(M),15-19
cdSguOsrorH,Iraha Dispensary,13619,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,XiRbc0DSMOH,2020Q2,1,1.0,(M),15-19
H8zbf1TS3qy,Got kachola,19928,Got kachola Ward,Nyatike Sub County,Migori County,gTkVw97FnQK,2019Q4,89,96.0,(M),25+
H8zbf1TS3qy,Got kachola,19928,Got kachola Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,2019Q4,33,53.0,(F),20-24
H8zbf1TS3qy,Got kachola,19928,Got kachola Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,2019Q4,36,42.0,(F),15-19
H8zbf1TS3qy,Got kachola,19928,Got kachola Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,2020Q2,26,38.0,(F),15-19
hcF52HKSsCR,Suna Rabuor Dispensary,14135,Kwa Ward,Suna East Sub County,Migori County,atSQz5O7e2A,2020Q2,130,125.0,(F),25+
hcF52HKSsCR,Suna Rabuor Dispensary,14135,Kwa Ward,Suna East Sub County,Migori County,JiuqbydCIcy,2019Q4,79,126.0,(F),20-24
hcF52HKSsCR,Suna Rabuor Dispensary,14135,Kwa Ward,Suna East Sub County,Migori County,JiuqbydCIcy,2020Q2,64,66.0,(F),20-24
hcF52HKSsCR,Suna Rabuor Dispensary,14135,Kwa Ward,Suna East Sub County,Migori County,lj9QYJqS7bN,2019Q4,3,3.0,(M),10-14
hcF52HKSsCR,Suna Rabuor Dispensary,14135,Kwa Ward,Suna East Sub County,Migori County,lj9QYJqS7bN,2020Q1,12,9.0,(M),10-14
hcF52HKSsCR,Suna Rabuor Dispensary,14135,Kwa Ward,Suna East Sub County,Migori County,lj9QYJqS7bN,2020Q2,5,6.0,(M),10-14
hcF52HKSsCR,Suna Rabuor Dispensary,14135,Kwa Ward,Suna East Sub County,Migori County,YXJf27jfkvS,2019Q4,69,117.0,(F),15-19
hcF52HKSsCR,Suna Rabuor Dispensary,14135,Kwa Ward,Suna East Sub County,Migori County,YXJf27jfkvS,2020Q1,57,62.0,(F),15-19
hcF52HKSsCR,Suna Rabuor Dispensary,14135,Kwa Ward,Suna East Sub County,Migori County,YXJf27jfkvS,2020Q2,45,46.0,(F),15-19
cLo2mMOlSkq,Muhuru Health Centre,13833,Muhuru Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,2019Q4,321,324.0,(F),25+
cLo2mMOlSkq,Muhuru Health Centre,13833,Muhuru Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,2020Q2,154,213.0,(F),25+
cLo2mMOlSkq,Muhuru Health Centre,13833,Muhuru Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,2019Q4,21,20.0,(F),10-14
cLo2mMOlSkq,Muhuru Health Centre,13833,Muhuru Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,2020Q1,26,31.0,(F),10-14
cLo2mMOlSkq,Muhuru Health Centre,13833,Muhuru Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,2020Q2,7,9.0,(F),10-14
cLo2mMOlSkq,Muhuru Health Centre,13833,Muhuru Ward,Nyatike Sub County,Migori County,gTkVw97FnQK,2020Q1,197,201.0,(M),25+
cLo2mMOlSkq,Muhuru Health Centre,13833,Muhuru Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,2019Q4,64,59.0,(M),15-19
cLo2mMOlSkq,Muhuru Health Centre,13833,Muhuru Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,2020Q1,70,70.0,(M),15-19
cLo2mMOlSkq,Muhuru Health Centre,13833,Muhuru Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,2020Q2,87,86.0,(M),15-19
hHb5SzuuyHK,Nyabokarange Dispensary,13862,Bukira Central/Ikerege Ward,Kuria West Sub County,Migori County,gMICOUtzqRb,2019Q4,1,1.0,(F),10-14
hHb5SzuuyHK,Nyabokarange Dispensary,13862,Bukira Central/Ikerege Ward,Kuria West Sub County,Migori County,gMICOUtzqRb,2020Q2,4,13.0,(F),10-14
hHb5SzuuyHK,Nyabokarange Dispensary,13862,Bukira Central/Ikerege Ward,Kuria West Sub County,Migori County,gTkVw97FnQK,2020Q2,36,35.0,(M),25+
hHb5SzuuyHK,Nyabokarange Dispensary,13862,Bukira Central/Ikerege Ward,Kuria West Sub County,Migori County,JiuqbydCIcy,2020Q2,56,56.0,(F),20-24
hHb5SzuuyHK,Nyabokarange Dispensary,13862,Bukira Central/Ikerege Ward,Kuria West Sub County,Migori County,lj9QYJqS7bN,2019Q4,1,1.0,(M),10-14
hHb5SzuuyHK,Nyabokarange Dispensary,13862,Bukira Central/Ikerege Ward,Kuria West Sub County,Migori County,pkShOkgNQt2,2019Q4,10,10.0,(M),20-24
hHb5SzuuyHK,Nyabokarange Dispensary,13862,Bukira Central/Ikerege Ward,Kuria West Sub County,Migori County,pkShOkgNQt2,2020Q1,22,22.0,(M),20-24
hHb5SzuuyHK,Nyabokarange Dispensary,13862,Bukira Central/Ikerege Ward,Kuria West Sub County,Migori County,pkShOkgNQt2,2020Q2,16,16.0,(M),20-24
hHb5SzuuyHK,Nyabokarange Dispensary,13862,Bukira Central/Ikerege Ward,Kuria West Sub County,Migori County,YXJf27jfkvS,2020Q2,48,49.0,(F),15-19
Cm5Cyjgr17X,Kolwal Dispensary,17344,South kanyamkago Ward,Uriri Sub County,Migori County,atSQz5O7e2A,2019Q4,147,205.0,(F),25+
Cm5Cyjgr17X,Kolwal Dispensary,17344,South kanyamkago Ward,Uriri Sub County,Migori County,atSQz5O7e2A,2020Q2,39,56.0,(F),25+
Cm5Cyjgr17X,Kolwal Dispensary,17344,South kanyamkago Ward,Uriri Sub County,Migori County,gMICOUtzqRb,2019Q4,45,45.0,(F),10-14
Cm5Cyjgr17X,Kolwal Dispensary,17344,South kanyamkago Ward,Uriri Sub County,Migori County,gMICOUtzqRb,2020Q1,28,26.0,(F),10-14
Cm5Cyjgr17X,Kolwal Dispensary,17344,South kanyamkago Ward,Uriri Sub County,Migori County,gMICOUtzqRb,2020Q2,11,11.0,(F),10-14
Cm5Cyjgr17X,Kolwal Dispensary,17344,South kanyamkago Ward,Uriri Sub County,Migori County,gTkVw97FnQK,2019Q4,53,54.0,(M),25+
Cm5Cyjgr17X,Kolwal Dispensary,17344,South kanyamkago Ward,Uriri Sub County,Migori County,gTkVw97FnQK,2020Q1,54,50.0,(M),25+
Cm5Cyjgr17X,Kolwal Dispensary,17344,South kanyamkago Ward,Uriri Sub County,Migori County,gTkVw97FnQK,2020Q2,43,43.0,(M),25+
Cm5Cyjgr17X,Kolwal Dispensary,17344,South kanyamkago Ward,Uriri Sub County,Migori County,XiRbc0DSMOH,2019Q4,37,35.0,(M),15-19
Cm5Cyjgr17X,Kolwal Dispensary,17344,South kanyamkago Ward,Uriri Sub County,Migori County,XiRbc0DSMOH,2020Q1,43,43.0,(M),15-19
Cm5Cyjgr17X,Kolwal Dispensary,17344,South kanyamkago Ward,Uriri Sub County,Migori County,XiRbc0DSMOH,2020Q2,9,9.0,(M),15-19
IH4gWpzva9S,Motemorabu Dispensary,13824,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,gTkVw97FnQK,2020Q2,28,34.0,(M),25+
IH4gWpzva9S,Motemorabu Dispensary,13824,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,JiuqbydCIcy,2019Q4,20,57.0,(F),20-24
HIbQsMgPQm0,Othoro,14003,North kanyamkago Ward,Uriri Sub County,Migori County,gMICOUtzqRb,2019Q4,11,14.0,(F),10-14
HIbQsMgPQm0,Othoro,14003,North kanyamkago Ward,Uriri Sub County,Migori County,gMICOUtzqRb,2020Q1,1,3.0,(F),10-14
HIbQsMgPQm0,Othoro,14003,North kanyamkago Ward,Uriri Sub County,Migori County,gMICOUtzqRb,2020Q2,3,3.0,(F),10-14
HIbQsMgPQm0,Othoro,14003,North kanyamkago Ward,Uriri Sub County,Migori County,JiuqbydCIcy,2020Q1,64,76.0,(F),20-24
HIbQsMgPQm0,Othoro,14003,North kanyamkago Ward,Uriri Sub County,Migori County,JiuqbydCIcy,2020Q2,63,54.0,(F),20-24
HIbQsMgPQm0,Othoro,14003,North kanyamkago Ward,Uriri Sub County,Migori County,pkShOkgNQt2,2020Q1,16,17.0,(M),20-24
HIbQsMgPQm0,Othoro,14003,North kanyamkago Ward,Uriri Sub County,Migori County,pkShOkgNQt2,2020Q2,9,11.0,(M),20-24
HIbQsMgPQm0,Othoro,14003,North kanyamkago Ward,Uriri Sub County,Migori County,YXJf27jfkvS,2019Q4,148,208.0,(F),15-19
HIbQsMgPQm0,Othoro,14003,North kanyamkago Ward,Uriri Sub County,Migori County,YXJf27jfkvS,2020Q1,76,80.0,(F),15-19
HIbQsMgPQm0,Othoro,14003,North kanyamkago Ward,Uriri Sub County,Migori County,YXJf27jfkvS,2020Q2,33,33.0,(F),15-19
ImG6wgclN06,Ongo Health Centre,13989,South kamagambo Ward,Rongo Sub County,Migori County,JiuqbydCIcy,2020Q1,72,113.0,(F),20-24
ImG6wgclN06,Ongo Health Centre,13989,South kamagambo Ward,Rongo Sub County,Migori County,JiuqbydCIcy,2020Q2,124,67.0,(F),20-24
ImG6wgclN06,Ongo Health Centre,13989,South kamagambo Ward,Rongo Sub County,Migori County,lj9QYJqS7bN,2019Q4,5,6.0,(M),10-14
ImG6wgclN06,Ongo Health Centre,13989,South kamagambo Ward,Rongo Sub County,Migori County,lj9QYJqS7bN,2020Q1,19,4.0,(M),10-14
ImG6wgclN06,Ongo Health Centre,13989,South kamagambo Ward,Rongo Sub County,Migori County,lj9QYJqS7bN,2020Q2,10,5.0,(M),10-14
ImG6wgclN06,Ongo Health Centre,13989,South kamagambo Ward,Rongo Sub County,Migori County,pkShOkgNQt2,2019Q4,62,44.0,(M),20-24
ImG6wgclN06,Ongo Health Centre,13989,South kamagambo Ward,Rongo Sub County,Migori County,pkShOkgNQt2,2020Q1,45,38.0,(M),20-24
ImG6wgclN06,Ongo Health Centre,13989,South kamagambo Ward,Rongo Sub County,Migori County,YXJf27jfkvS,2019Q4,70,125.0,(F),15-19
hLMDMOsAv6Y,Bande Dispensary,13494,Kaler Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,2019Q4,26,27.0,(F),10-14
hLMDMOsAv6Y,Bande Dispensary,13494,Kaler Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,2020Q1,8,8.0,(F),10-14
hLMDMOsAv6Y,Bande Dispensary,13494,Kaler Ward,Nyatike Sub County,Migori County,gTkVw97FnQK,2020Q2,25,24.0,(M),25+
hLMDMOsAv6Y,Bande Dispensary,13494,Kaler Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,2019Q4,35,73.0,(F),20-24
hLMDMOsAv6Y,Bande Dispensary,13494,Kaler Ward,Nyatike Sub County,Migori County,pkShOkgNQt2,2019Q4,7,7.0,(M),20-24
hLMDMOsAv6Y,Bande Dispensary,13494,Kaler Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,2019Q4,34,51.0,(F),15-19
hLMDMOsAv6Y,Bande Dispensary,13494,Kaler Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,2020Q1,28,44.0,(F),15-19
cZQlPWrhosA,Oruba Nursing and Maternity Home,13993,Oruba Ward,Suna West Sub County,Migori County,atSQz5O7e2A,2019Q4,117,142.0,(F),25+
cZQlPWrhosA,Oruba Nursing and Maternity Home,13993,Oruba Ward,Suna West Sub County,Migori County,atSQz5O7e2A,2020Q2,65,89.0,(F),25+
cZQlPWrhosA,Oruba Nursing and Maternity Home,13993,Oruba Ward,Suna West Sub County,Migori County,gTkVw97FnQK,2019Q4,122,122.0,(M),25+
cZQlPWrhosA,Oruba Nursing and Maternity Home,13993,Oruba Ward,Suna West Sub County,Migori County,gTkVw97FnQK,2020Q1,96,61.0,(M),25+
cZQlPWrhosA,Oruba Nursing and Maternity Home,13993,Oruba Ward,Suna West Sub County,Migori County,gTkVw97FnQK,2020Q2,64,66.0,(M),25+
cZQlPWrhosA,Oruba Nursing and Maternity Home,13993,Oruba Ward,Suna West Sub County,Migori County,lj9QYJqS7bN,2019Q4,3,4.0,(M),10-14
cZQlPWrhosA,Oruba Nursing and Maternity Home,13993,Oruba Ward,Suna West Sub County,Migori County,lj9QYJqS7bN,2020Q1,10,6.0,(M),10-14
cZQlPWrhosA,Oruba Nursing and Maternity Home,13993,Oruba Ward,Suna West Sub County,Migori County,lj9QYJqS7bN,2020Q2,6,6.0,(M),10-14
cZQlPWrhosA,Oruba Nursing and Maternity Home,13993,Oruba Ward,Suna West Sub County,Migori County,XiRbc0DSMOH,2019Q4,17,17.0,(M),15-19
cZQlPWrhosA,Oruba Nursing and Maternity Home,13993,Oruba Ward,Suna West Sub County,Migori County,XiRbc0DSMOH,2020Q1,12,6.0,(M),15-19
cZQlPWrhosA,Oruba Nursing and Maternity Home,13993,Oruba Ward,Suna West Sub County,Migori County,XiRbc0DSMOH,2020Q2,5,5.0,(M),15-19
hpkiX97MN3B,Othoch Rakuom Dispensary,14001,Got kachola Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,2020Q1,110,98.0,(F),25+
hpkiX97MN3B,Othoch Rakuom Dispensary,14001,Got kachola Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,2019Q4,7,8.0,(F),10-14
hpkiX97MN3B,Othoch Rakuom Dispensary,14001,Got kachola Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,2020Q1,2,3.0,(F),10-14
hpkiX97MN3B,Othoch Rakuom Dispensary,14001,Got kachola Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,2020Q2,8,15.0,(F),10-14
hpkiX97MN3B,Othoch Rakuom Dispensary,14001,Got kachola Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,2020Q2,19,34.0,(F),20-24
hpkiX97MN3B,Othoch Rakuom Dispensary,14001,Got kachola Ward,Nyatike Sub County,Migori County,lj9QYJqS7bN,2019Q4,6,6.0,(M),10-14
hpkiX97MN3B,Othoch Rakuom Dispensary,14001,Got kachola Ward,Nyatike Sub County,Migori County,lj9QYJqS7bN,2020Q1,2,3.0,(M),10-14
hpkiX97MN3B,Othoch Rakuom Dispensary,14001,Got kachola Ward,Nyatike Sub County,Migori County,lj9QYJqS7bN,2020Q2,1,2.0,(M),10-14
hpkiX97MN3B,Othoch Rakuom Dispensary,14001,Got kachola Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,2019Q4,28,42.0,(F),15-19
hpkiX97MN3B,Othoch Rakuom Dispensary,14001,Got kachola Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,2020Q1,40,51.0,(F),15-19
hpkiX97MN3B,Othoch Rakuom Dispensary,14001,Got kachola Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,2020Q2,12,19.0,(F),15-19
DDiNOmleakD,Siruti Dispensary,17051,West sakwa Ward,Awendo Sub County,Migori County,atSQz5O7e2A,2019Q4,138,158.0,(F),25+
DDiNOmleakD,Siruti Dispensary,17051,West sakwa Ward,Awendo Sub County,Migori County,atSQz5O7e2A,2020Q1,79,99.0,(F),25+
DDiNOmleakD,Siruti Dispensary,17051,West sakwa Ward,Awendo Sub County,Migori County,gMICOUtzqRb,2019Q4,5,11.0,(F),10-14
DDiNOmleakD,Siruti Dispensary,17051,West sakwa Ward,Awendo Sub County,Migori County,gMICOUtzqRb,2020Q1,5,6.0,(F),10-14
DDiNOmleakD,Siruti Dispensary,17051,West sakwa Ward,Awendo Sub County,Migori County,gMICOUtzqRb,2020Q2,6,6.0,(F),10-14
DDiNOmleakD,Siruti Dispensary,17051,West sakwa Ward,Awendo Sub County,Migori County,gTkVw97FnQK,2019Q4,66,63.0,(M),25+
DDiNOmleakD,Siruti Dispensary,17051,West sakwa Ward,Awendo Sub County,Migori County,gTkVw97FnQK,2020Q1,56,75.0,(M),25+
DDiNOmleakD,Siruti Dispensary,17051,West sakwa Ward,Awendo Sub County,Migori County,gTkVw97FnQK,2020Q2,37,56.0,(M),25+
DDiNOmleakD,Siruti Dispensary,17051,West sakwa Ward,Awendo Sub County,Migori County,XiRbc0DSMOH,2019Q4,29,34.0,(M),15-19
DDiNOmleakD,Siruti Dispensary,17051,West sakwa Ward,Awendo Sub County,Migori County,XiRbc0DSMOH,2020Q1,20,24.0,(M),15-19
DDiNOmleakD,Siruti Dispensary,17051,West sakwa Ward,Awendo Sub County,Migori County,XiRbc0DSMOH,2020Q2,7,10.0,(M),15-19
I2z6MT7pHrX,Ranen (SDA) Dispensary,14032,North sakwa Ward,Awendo Sub County,Migori County,gMICOUtzqRb,2019Q4,5,9.0,(F),10-14
