facilityuid,facility,code,ward,sub_county,county,indicator,indicator_name,period,dhis2_value,datim_value
RPdnWtp0vRd,Ochuna Dispensary,13959.0,Kaler Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,2.0,3.0
g8H5Hr3A1QX,Riat Dispensary (Migori),14047.0,Kanyasa Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,11.0,11.0
OQUMus9IsA1,Bugumbe Health Centre,13517.0,Tagare Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,169.0,166.0
WV0WSrN5Wki,Oyani SDA,14008.0,West kanyamkago Ward,Uriri Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,7.0,7.0
orKDpItM56v,Agenga Dispensary,13467.0,North kadem Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,56.0,57.0
Oa3osQS1OkN,St Joseph Mission Hospital,14110.0,Suna central Ward,Suna East Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,18.0,18.0
RpoDr08py8E,Rapcom Nursing and Maternity Home,14037.0,North sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,10.0,10.0
jC5xoC8BnPT,St Barnabas Dispensary,14102.0,Oruba Ward,Suna West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,10.0,10.0
hHb5SzuuyHK,Nyabokarange Dispensary,13862.0,Bukira Central/Ikerege Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,74.0,74.0
B8Y8xuk4MFf,Ngo'nga Dispensary,17052.0,South sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,41.0,41.0
sAMKlirWAu6,Nyarongi Dispensary,13940.0,Kakrao Ward,Suna East Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,1.0,1.0
I2z6MT7pHrX,Ranen (SDA) Dispensary,14032.0,North sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,24.0,37.0
KJrHBLlkXkW,Masaba Health Centre,13779.0,Masaba Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,49.0,48.0
q3Hiw70svzH,Midoti Dispensary,13804.0,Suna central Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,52.0,48.0
cZQlPWrhosA,Oruba Nursing and Maternity Home,13993.0,Oruba Ward,Suna West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,35.0,35.0
OQUMus9IsA1,Bugumbe Health Centre,13517.0,Tagare Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,112.0,110.0
UMheUvXia9d,Nyamanga Dispensary,13896.0,Kachieng' Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,3.0,3.0
RPdnWtp0vRd,Ochuna Dispensary,13959.0,Kaler Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,18.0,23.0
LGgFPRuWpws,Mariwa Health Centre,13778.0,South sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,39.0,46.0
JdqOvfWtH49,Ndiwa Dispensary,13844.0,North kadem Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,36.0,33.0
cd2oXY1uQan,Verna Health Centre,14166.0,East kamagambo Ward,Rongo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,13.0,13.0
WG7O02P8x4T,Dede Dispensary,13532.0,West sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,25.0,25.0
hcF52HKSsCR,Suna Rabuor Dispensary,14135.0,Kwa Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,55.0,54.0
NDFVW6VFCnE,Nyamaraga Health Centre,13897.0,Wasimbete Ward,Suna West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,12.0,12.0
dWATcMI6XJL,Angaga Dispensary,17050.0,South sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,39.0,40.0
FH1lPSOnK9z,Kwoyo Kodalo Dispensary,13729.0,North sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,15.0,15.0
NRf14PUD9xc,Karungu Sub-District Hospital,13656.0,Kachieng' Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,140.0,131.0
kmEXAwkvnDQ,Nyangoge Health Centre,13927.0,Tagare Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,40.0,40.0
nNxsnNursRY,Otacho Dispensary,13998.0,Central sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,12.0,12.0
sJHMc412zV6,Thim Lich Dispensary,16278.0,North kadem Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,7.0,7.0
iX9MCYrhHOP,Koloo Dispensary,17038.0,North kanyamkago Ward,Uriri Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,13.0,13.0
xaQ9Z2jrxRM,Anjego Dispensary,13480.0,Kakrao Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,49.0,48.0
syMX95GoW0g,Kituka Dispensary,13706.0,North kadem Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,43.0,43.0
I2z6MT7pHrX,Ranen (SDA) Dispensary,14032.0,North sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,9.0,9.0
aCOEeeYEcsO,Rabondo Dispensary,14019.0,West sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,82.0,78.0
eNAWFykGp3w,Uriri Health Centre,14161.0,Central kanyamkago Ward,Uriri Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,23.0,23.0
OnMW8Kn4YDf,Ogada Dispensary,13960.0,Wasimbete Ward,Suna West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,27.0,26.0
MQcFGwW1QsE,Kopanga Health Center,13718.0,Wasimbete Ward,Suna West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,40.0,49.0
UY3IInX1rgt,Yago Dispensary,16279.0,Got kachola Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,4.0,5.0
hpkiX97MN3B,Othoch Rakuom Dispensary,14001.0,Got kachola Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,14.0,14.0
jSsqGE88rMQ,Wath Onger Dispensary,14170.0,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,65.0,62.0
EVf9vo84kFZ,Oyani Health Centre,14009.0,East kanyamkago Ward,Uriri Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,9.0,9.0
hLMDMOsAv6Y,Bande Dispensary,13494.0,Kaler Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,4.0,4.0
cd2oXY1uQan,Verna Health Centre,14166.0,East kamagambo Ward,Rongo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,26.0,26.0
MxwFljO9mmy,Sibuoche Dispensary,14082.0,West kanyamkago Ward,Uriri Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,8.0,8.0
sR008hvpu5e,Sony Medical Centre,14097.0,Central sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,7.0,4.0
dwu3NQizNkT,Kuria District Hospital,13726.0,Bukira east Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,271.0,272.0
Uvv85m35TMs,Ondong Dispensary,16277.0,Suna central Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,34.0,37.0
FH1lPSOnK9z,Kwoyo Kodalo Dispensary,13729.0,North sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,6.0,6.0
ghUdW9zdUuu,Nyaburi Clinic,13865.0,Oruba Ward,Suna West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,1.0,1.0
SPfT81d1gVx,Namba Kodero Dispensary,16273.0,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,35.0,49.0
jSsqGE88rMQ,Wath Onger Dispensary,14170.0,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,71.0,70.0
XWycxNbm28F,Ngodhe Dispensary,13853.0,East kamagambo Ward,Rongo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,45.0,45.0
Z4h8itV1gpt,Lwala Dispensary,13740.0,North kamagambo Ward,Rongo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,26.0,26.0
zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098.0,Kachieng' Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,48.0,47.0
DmDKo97EhtM,Osogo Dispensary,13997.0,West kanyamkago Ward,Uriri Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,8.0,8.0
hHb5SzuuyHK,Nyabokarange Dispensary,13862.0,Bukira Central/Ikerege Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,92.0,89.0
dwu3NQizNkT,Kuria District Hospital,13726.0,Bukira east Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,227.0,223.0
FIDsgV3ezn0,Olasi Dispensary,13975.0,Kaler Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,9.0,9.0
bi747puqsrA,Matoso Health Clinic,13793.0,Got kachola Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,23.0,23.0
nt3hEvSThtX,Getambwega Dispensary,13565.0,Gokeharaka/getambwega Ward,Kuria East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,31.0,30.0
cd2oXY1uQan,Verna Health Centre,14166.0,East kamagambo Ward,Rongo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,52.0,51.0
gFC5kCFDDqG,Isibania Sub-District Hospital,13625.0,Isibania Ward,Kuria West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,6.0,6.0
LGgFPRuWpws,Mariwa Health Centre,13778.0,South sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,70.0,65.0
gMhjxJKU9mM,St Monica Rapogi Health Centre,14121.0,North kanyamkago Ward,Uriri Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,24.0,24.0
SPfT81d1gVx,Namba Kodero Dispensary,16273.0,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,66.0,72.0
hcF52HKSsCR,Suna Rabuor Dispensary,14135.0,Kwa Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,57.0,55.0
JdqOvfWtH49,Ndiwa Dispensary,13844.0,North kadem Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,53.0,49.0
sAMKlirWAu6,Nyarongi Dispensary,13940.0,Kakrao Ward,Suna East Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,8.0,8.0
DDiNOmleakD,Siruti Dispensary,17051.0,West sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,4.0,4.0
WG7O02P8x4T,Dede Dispensary,13532.0,West sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,119.0,116.0
RpoDr08py8E,Rapcom Nursing and Maternity Home,14037.0,North sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,5.0,4.0
Oh2bAGRnSwV,Ogwedhi Health Centre,13969.0,Kwa Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,147.0,143.0
RPdnWtp0vRd,Ochuna Dispensary,13959.0,Kaler Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,5.0,4.0
leXuCmyYwWX,Ngere Dispensary,13850.0,East kamagambo Ward,Rongo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,7.0,7.0
MQcFGwW1QsE,Kopanga Health Center,13718.0,Wasimbete Ward,Suna West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,14.0,14.0
fzoNOK6Nrqc,Nyamekongoroto Health Centre,13907.0,Masaba Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,80.0,79.0
kmEXAwkvnDQ,Nyangoge Health Centre,13927.0,Tagare Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,34.0,34.0
orKDpItM56v,Agenga Dispensary,13467.0,North kadem Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,7.0,7.0
iX9MCYrhHOP,Koloo Dispensary,17038.0,North kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,74.0,74.0
cZQlPWrhosA,Oruba Nursing and Maternity Home,13993.0,Oruba Ward,Suna West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,41.0,40.0
syMX95GoW0g,Kituka Dispensary,13706.0,North kadem Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,37.0,36.0
dWATcMI6XJL,Angaga Dispensary,17050.0,South sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,45.0,43.0
RpoDr08py8E,Rapcom Nursing and Maternity Home,14037.0,North sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,12.0,12.0
naa6PTuNZM4,Jevros Clinic,13635.0,North sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,1.0,1.0
wd25QXppWr2,Bware Dispensary,13519.0,South kanyamkago Ward,Uriri Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,4.0,4.0
JdqOvfWtH49,Ndiwa Dispensary,13844.0,North kadem Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,21.0,20.0
NDFVW6VFCnE,Nyamaraga Health Centre,13897.0,Wasimbete Ward,Suna West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,5.0,6.0
MQcFGwW1QsE,Kopanga Health Center,13718.0,Wasimbete Ward,Suna West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,70.0,69.0
B8Y8xuk4MFf,Ngo'nga Dispensary,17052.0,South sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,39.0,38.0
sJHMc412zV6,Thim Lich Dispensary,16278.0,North kadem Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,4.0,4.0
nNxsnNursRY,Otacho Dispensary,13998.0,Central sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,5.0,1.0
UMheUvXia9d,Nyamanga Dispensary,13896.0,Kachieng' Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,4.0,4.0
G44EhGVs2FX,God Jope Dispensary,13582.0,God jope Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,43.0,42.0
hcF52HKSsCR,Suna Rabuor Dispensary,14135.0,Kwa Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,37.0,36.0
g8H5Hr3A1QX,Riat Dispensary (Migori),14047.0,Kanyasa Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,2.0,3.0
LPKh4nXw3jE,Kipingi Dispensary,16269.0,Kanyasa Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,3.0,3.0
OQUMus9IsA1,Bugumbe Health Centre,13517.0,Tagare Ward,Kuria West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,5.0,5.0
NRf14PUD9xc,Karungu Sub-District Hospital,13656.0,Kachieng' Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,120.0,107.0
NRf14PUD9xc,Karungu Sub-District Hospital,13656.0,Kachieng' Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,150.0,144.0
eNAWFykGp3w,Uriri Health Centre,14161.0,Central kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,133.0,131.0
Uvv85m35TMs,Ondong Dispensary,16277.0,Suna central Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,50.0,53.0
Sepsy4Bb35C,Suna Ragana Dispensary,14136.0,Oruba Ward,Suna West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,82.0,81.0
syMX95GoW0g,Kituka Dispensary,13706.0,North kadem Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,74.0,74.0
cLo2mMOlSkq,Muhuru Health Centre,13833.0,Muhuru Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,118.0,115.0
EVf9vo84kFZ,Oyani Health Centre,14009.0,East kanyamkago Ward,Uriri Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,9.0,9.0
OnMW8Kn4YDf,Ogada Dispensary,13960.0,Wasimbete Ward,Suna West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,31.0,31.0
RuVa3z3qxpv,Minyenya Dispensary,13809.0,North kamagambo Ward,Rongo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,3.0,3.0
nt3hEvSThtX,Getambwega Dispensary,13565.0,Gokeharaka/getambwega Ward,Kuria East Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,2.0,2.0
WnyXc5FYO5e,Ulanda Dispensary,14157.0,East kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,10.0,10.0
RuVa3z3qxpv,Minyenya Dispensary,13809.0,North kamagambo Ward,Rongo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,8.0,8.0
dwu3NQizNkT,Kuria District Hospital,13726.0,Bukira east Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,272.0,269.0
q3Hiw70svzH,Midoti Dispensary,13804.0,Suna central Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,48.0,45.0
OQUMus9IsA1,Bugumbe Health Centre,13517.0,Tagare Ward,Kuria West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,8.0,8.0
hLMDMOsAv6Y,Bande Dispensary,13494.0,Kaler Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,40.0,39.0
WV0WSrN5Wki,Oyani SDA,14008.0,West kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,24.0,24.0
XWycxNbm28F,Ngodhe Dispensary,13853.0,East kamagambo Ward,Rongo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,4.0,4.0
Oh2bAGRnSwV,Ogwedhi Health Centre,13969.0,Kwa Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,153.0,151.0
HIbQsMgPQm0,Othoro,14003.0,North kanyamkago Ward,Uriri Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,6.0,6.0
g8H5Hr3A1QX,Riat Dispensary (Migori),14047.0,Kanyasa Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,6.0,6.0
UY3IInX1rgt,Yago Dispensary,16279.0,Got kachola Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,2.0,2.0
RPdnWtp0vRd,Ochuna Dispensary,13959.0,Kaler Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q2,11.0,10.0
KJrHBLlkXkW,Masaba Health Centre,13779.0,Masaba Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,42.0,42.0
Sepsy4Bb35C,Suna Ragana Dispensary,14136.0,Oruba Ward,Suna West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,79.0,66.0
hpkiX97MN3B,Othoch Rakuom Dispensary,14001.0,Got kachola Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,36.0,34.0
aCOEeeYEcsO,Rabondo Dispensary,14019.0,West sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,89.0,88.0
Oh2bAGRnSwV,Ogwedhi Health Centre,13969.0,Kwa Ward,Suna East Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,103.0,100.0
nNxsnNursRY,Otacho Dispensary,13998.0,Central sakwa Ward,Awendo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q2,6.0,6.0
Sepsy4Bb35C,Suna Ragana Dispensary,14136.0,Oruba Ward,Suna West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,87.0,82.0
WnyXc5FYO5e,Ulanda Dispensary,14157.0,East kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,18.0,18.0
FH1lPSOnK9z,Kwoyo Kodalo Dispensary,13729.0,North sakwa Ward,Awendo Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2019Q4,29.0,39.0
dW7oScLnDy2,Winjo Dispensary,14173.0,Muhuru Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,2.0,2.0
RuVa3z3qxpv,Minyenya Dispensary,13809.0,North kamagambo Ward,Rongo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,5.0,5.0
KJrHBLlkXkW,Masaba Health Centre,13779.0,Masaba Ward,Kuria West Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,58.0,57.0
QiXeOXMmlX0,Arombe Dispensary,13486.0,Wiga Ward,Suna West Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,16.0,16.0
hpkiX97MN3B,Othoch Rakuom Dispensary,14001.0,Got kachola Ward,Nyatike Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,44.0,44.0
orKDpItM56v,Agenga Dispensary,13467.0,North kadem Ward,Nyatike Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2019Q4,2.0,4.0
leXuCmyYwWX,Ngere Dispensary,13850.0,East kamagambo Ward,Rongo Sub County,Migori County,qSgLzXh46n9,MOH 731  Known Positive at 1st  ANC       HV02-03,2020Q1,4.0,4.0
iX9MCYrhHOP,Koloo Dispensary,17038.0,North kanyamkago Ward,Uriri Sub County,Migori County,ETX9cUWF43c,MOH 731  Initial test at ANC       HV02-04,2020Q1,63.0,63.0
