facilityuid,facility,code,ward,sub_county,county,indicator,indicator_name,period,dhis2_value,other,gender,short_indicator_name,age
G44EhGVs2FX,God Jope Dispensary,13582,God jope Ward,Suna East Sub County,Migori County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2019Q4,24,32,male,tested,20-24
G44EhGVs2FX,God Jope Dispensary,13582,God jope Ward,Suna East Sub County,Migori County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2020Q2,14,15,male,tested,20-24
G44EhGVs2FX,God Jope Dispensary,13582,God jope Ward,Suna East Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q1,21,43,female,tested,15-19
G4FemD36hGF,Osingo Dispensary,13996,God jope Ward,Suna East Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q1,19,58,female,tested,20-24
G4FemD36hGF,Osingo Dispensary,13996,God jope Ward,Suna East Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q2,71,64,female,tested,20-24
G4FemD36hGF,Osingo Dispensary,13996,God jope Ward,Suna East Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2019Q4,11,12,male,tested,10-14
G4FemD36hGF,Osingo Dispensary,13996,God jope Ward,Suna East Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2020Q1,2,7,male,tested,10-14
G4FemD36hGF,Osingo Dispensary,13996,God jope Ward,Suna East Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2020Q2,2,2,male,tested,10-14
G4FemD36hGF,Osingo Dispensary,13996,God jope Ward,Suna East Sub County,Migori County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2019Q4,10,8,male,tested,20-24
DmDKo97EhtM,Osogo Dispensary,13997,West kanyamkago Ward,Uriri Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q2,91,87,female,tested,25+
DmDKo97EhtM,Osogo Dispensary,13997,West kanyamkago Ward,Uriri Sub County,Migori County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2019Q4,8,17,female,tested,10-14
DmDKo97EhtM,Osogo Dispensary,13997,West kanyamkago Ward,Uriri Sub County,Migori County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2020Q1,18,18,female,tested,10-14
DmDKo97EhtM,Osogo Dispensary,13997,West kanyamkago Ward,Uriri Sub County,Migori County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2020Q2,4,4,female,tested,10-14
DmDKo97EhtM,Osogo Dispensary,13997,West kanyamkago Ward,Uriri Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2019Q4,47,96,female,tested,20-24
DmDKo97EhtM,Osogo Dispensary,13997,West kanyamkago Ward,Uriri Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2019Q4,14,11,male,tested,10-14
DmDKo97EhtM,Osogo Dispensary,13997,West kanyamkago Ward,Uriri Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2020Q1,14,14,male,tested,10-14
DmDKo97EhtM,Osogo Dispensary,13997,West kanyamkago Ward,Uriri Sub County,Migori County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2020Q1,37,37,male,tested,20-24
DmDKo97EhtM,Osogo Dispensary,13997,West kanyamkago Ward,Uriri Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q1,66,82,female,tested,15-19
dOTpdQwrYeN,Migori District Hospital,13805,Suna central Ward,Suna East Sub County,Migori County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2019Q4,220,115,female,tested,10-14
dOTpdQwrYeN,Migori District Hospital,13805,Suna central Ward,Suna East Sub County,Migori County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2020Q1,58,51,female,tested,10-14
dOTpdQwrYeN,Migori District Hospital,13805,Suna central Ward,Suna East Sub County,Migori County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2020Q2,42,43,female,tested,10-14
dOTpdQwrYeN,Migori District Hospital,13805,Suna central Ward,Suna East Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2019Q4,1246,1382,female,tested,20-24
dOTpdQwrYeN,Migori District Hospital,13805,Suna central Ward,Suna East Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q1,799,620,female,tested,20-24
dOTpdQwrYeN,Migori District Hospital,13805,Suna central Ward,Suna East Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2020Q1,36,33,male,tested,10-14
dOTpdQwrYeN,Migori District Hospital,13805,Suna central Ward,Suna East Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2020Q2,27,22,male,tested,10-14
dOTpdQwrYeN,Migori District Hospital,13805,Suna central Ward,Suna East Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q1,395,326,female,tested,15-19
Dp9uga9zfqH,God Kwer Dispensary,13583,Wiga Ward,Suna West Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2019Q4,149,268,female,tested,20-24
Dp9uga9zfqH,God Kwer Dispensary,13583,Wiga Ward,Suna West Sub County,Migori County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2019Q4,105,104,male,tested,20-24
Dp9uga9zfqH,God Kwer Dispensary,13583,Wiga Ward,Suna West Sub County,Migori County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2020Q2,34,37,male,tested,20-24
Dp9uga9zfqH,God Kwer Dispensary,13583,Wiga Ward,Suna West Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q2,242,100,female,tested,15-19
g8H5Hr3A1QX,Riat Dispensary (Migori),14047,Kanyasa Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2019Q4,61,63,female,tested,20-24
g8H5Hr3A1QX,Riat Dispensary (Migori),14047,Kanyasa Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q1,47,47,female,tested,20-24
g8H5Hr3A1QX,Riat Dispensary (Migori),14047,Kanyasa Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q2,24,26,female,tested,20-24
g8H5Hr3A1QX,Riat Dispensary (Migori),14047,Kanyasa Ward,Nyatike Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2019Q4,17,17,male,tested,10-14
g8H5Hr3A1QX,Riat Dispensary (Migori),14047,Kanyasa Ward,Nyatike Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2020Q1,4,4,male,tested,10-14
Dsv44iuGboK,St Akidiva Memorial Hospital,14101,Oruba Ward,Suna West Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2019Q4,199,251,female,tested,25+
Dsv44iuGboK,St Akidiva Memorial Hospital,14101,Oruba Ward,Suna West Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q1,32,37,female,tested,20-24
Dsv44iuGboK,St Akidiva Memorial Hospital,14101,Oruba Ward,Suna West Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q2,8,19,female,tested,20-24
Dsv44iuGboK,St Akidiva Memorial Hospital,14101,Oruba Ward,Suna West Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2019Q4,12,6,male,tested,10-14
Dsv44iuGboK,St Akidiva Memorial Hospital,14101,Oruba Ward,Suna West Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2020Q1,6,6,male,tested,10-14
Dsv44iuGboK,St Akidiva Memorial Hospital,14101,Oruba Ward,Suna West Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2020Q2,7,8,male,tested,10-14
Dsv44iuGboK,St Akidiva Memorial Hospital,14101,Oruba Ward,Suna West Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q1,22,25,female,tested,15-19
dW7oScLnDy2,Winjo Dispensary,14173,Muhuru Ward,Nyatike Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2019Q4,41,42,male,tested,25+
dW7oScLnDy2,Winjo Dispensary,14173,Muhuru Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2019Q4,10,15,female,tested,20-24
dW7oScLnDy2,Winjo Dispensary,14173,Muhuru Ward,Nyatike Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2019Q4,1,1,male,tested,10-14
dW7oScLnDy2,Winjo Dispensary,14173,Muhuru Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2020Q1,2,5,n,tested,1-9
dW7oScLnDy2,Winjo Dispensary,14173,Muhuru Ward,Nyatike Sub County,Migori County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2019Q4,4,4,male,tested,20-24
dW7oScLnDy2,Winjo Dispensary,14173,Muhuru Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q1,31,44,female,tested,15-19
dWATcMI6XJL,Angaga Dispensary,17050,South sakwa Ward,Awendo Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q1,82,107,female,tested,25+
dWATcMI6XJL,Angaga Dispensary,17050,South sakwa Ward,Awendo Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2019Q4,27,34,female,tested,20-24
dWATcMI6XJL,Angaga Dispensary,17050,South sakwa Ward,Awendo Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2019Q4,1,,male,tested,10-14
dWATcMI6XJL,Angaga Dispensary,17050,South sakwa Ward,Awendo Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2020Q1,13,13,male,tested,10-14
dWATcMI6XJL,Angaga Dispensary,17050,South sakwa Ward,Awendo Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2020Q2,2,2,male,tested,10-14
dWATcMI6XJL,Angaga Dispensary,17050,South sakwa Ward,Awendo Sub County,Migori County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2019Q4,1,,n,tested,1-9
dWATcMI6XJL,Angaga Dispensary,17050,South sakwa Ward,Awendo Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2019Q4,11,10,female,tested,15-19
dWATcMI6XJL,Angaga Dispensary,17050,South sakwa Ward,Awendo Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q1,25,37,female,tested,15-19
dwsqnJOgFCH,Imc Tekeleza Dice - Isebania,20019,Isibania Ward,Kuria West Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2019Q4,644,642,female,tested,25+
dwsqnJOgFCH,Imc Tekeleza Dice - Isebania,20019,Isibania Ward,Kuria West Sub County,Migori County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2019Q4,1,1,female,tested,10-14
dwsqnJOgFCH,Imc Tekeleza Dice - Isebania,20019,Isibania Ward,Kuria West Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q1,206,197,male,tested,25+
dwsqnJOgFCH,Imc Tekeleza Dice - Isebania,20019,Isibania Ward,Kuria West Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2019Q4,272,271,female,tested,20-24
dwsqnJOgFCH,Imc Tekeleza Dice - Isebania,20019,Isibania Ward,Kuria West Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q2,38,21,female,tested,20-24
dwsqnJOgFCH,Imc Tekeleza Dice - Isebania,20019,Isibania Ward,Kuria West Sub County,Migori County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2020Q1,72,68,male,tested,20-24
dwsqnJOgFCH,Imc Tekeleza Dice - Isebania,20019,Isibania Ward,Kuria West Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q1,54,36,female,tested,15-19
dwu3NQizNkT,Kuria District Hospital,13726,Bukira east Ward,Kuria West Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2019Q4,211,222,male,tested,25+
dwu3NQizNkT,Kuria District Hospital,13726,Bukira east Ward,Kuria West Sub County,Migori County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2019Q4,14,11,n,tested,1-9
dwu3NQizNkT,Kuria District Hospital,13726,Bukira east Ward,Kuria West Sub County,Migori County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2019Q4,47,46,male,tested,20-24
dwu3NQizNkT,Kuria District Hospital,13726,Bukira east Ward,Kuria West Sub County,Migori County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2020Q1,21,21,male,tested,20-24
dwu3NQizNkT,Kuria District Hospital,13726,Bukira east Ward,Kuria West Sub County,Migori County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2020Q2,25,24,male,tested,20-24
gFC5kCFDDqG,Isibania Sub-District Hospital,13625,Isibania Ward,Kuria West Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2019Q4,106,388,female,tested,20-24
gFC5kCFDDqG,Isibania Sub-District Hospital,13625,Isibania Ward,Kuria West Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q1,69,253,female,tested,20-24
gFC5kCFDDqG,Isibania Sub-District Hospital,13625,Isibania Ward,Kuria West Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q2,39,145,female,tested,20-24
gFC5kCFDDqG,Isibania Sub-District Hospital,13625,Isibania Ward,Kuria West Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2019Q4,6,6,male,tested,10-14
gFC5kCFDDqG,Isibania Sub-District Hospital,13625,Isibania Ward,Kuria West Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2020Q1,8,8,male,tested,10-14
gFC5kCFDDqG,Isibania Sub-District Hospital,13625,Isibania Ward,Kuria West Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2020Q2,4,5,male,tested,10-14
gFC5kCFDDqG,Isibania Sub-District Hospital,13625,Isibania Ward,Kuria West Sub County,Migori County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2019Q4,57,59,male,tested,20-24
gFC5kCFDDqG,Isibania Sub-District Hospital,13625,Isibania Ward,Kuria West Sub County,Migori County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2020Q1,46,43,male,tested,20-24
gFC5kCFDDqG,Isibania Sub-District Hospital,13625,Isibania Ward,Kuria West Sub County,Migori County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2020Q2,25,24,male,tested,20-24
gFC5kCFDDqG,Isibania Sub-District Hospital,13625,Isibania Ward,Kuria West Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q1,41,106,female,tested,15-19
gFC5kCFDDqG,Isibania Sub-District Hospital,13625,Isibania Ward,Kuria West Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q2,27,69,female,tested,15-19
ghUdW9zdUuu,Nyaburi Clinic,13865,Oruba Ward,Suna West Sub County,Migori County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2019Q4,7,3,female,tested,10-14
ghUdW9zdUuu,Nyaburi Clinic,13865,Oruba Ward,Suna West Sub County,Migori County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2020Q2,4,4,female,tested,10-14
ghUdW9zdUuu,Nyaburi Clinic,13865,Oruba Ward,Suna West Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2019Q4,42,42,male,tested,25+
ghUdW9zdUuu,Nyaburi Clinic,13865,Oruba Ward,Suna West Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q1,16,27,male,tested,25+
ghUdW9zdUuu,Nyaburi Clinic,13865,Oruba Ward,Suna West Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2019Q4,24,31,female,tested,20-24
ghUdW9zdUuu,Nyaburi Clinic,13865,Oruba Ward,Suna West Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q2,18,24,female,tested,20-24
ghUdW9zdUuu,Nyaburi Clinic,13865,Oruba Ward,Suna West Sub County,Migori County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2020Q2,2,1,n,tested,1-9
ghUdW9zdUuu,Nyaburi Clinic,13865,Oruba Ward,Suna West Sub County,Migori County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2019Q4,8,8,male,tested,20-24
ghUdW9zdUuu,Nyaburi Clinic,13865,Oruba Ward,Suna West Sub County,Migori County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2020Q2,11,7,male,tested,20-24
ghUdW9zdUuu,Nyaburi Clinic,13865,Oruba Ward,Suna West Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q2,14,23,female,tested,15-19
gMhjxJKU9mM,St Monica Rapogi Health Centre,14121,North kanyamkago Ward,Uriri Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2019Q4,41,102,female,tested,20-24
gMhjxJKU9mM,St Monica Rapogi Health Centre,14121,North kanyamkago Ward,Uriri Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q1,47,96,female,tested,20-24
gMhjxJKU9mM,St Monica Rapogi Health Centre,14121,North kanyamkago Ward,Uriri Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2019Q4,44,94,female,tested,15-19
gMhjxJKU9mM,St Monica Rapogi Health Centre,14121,North kanyamkago Ward,Uriri Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q1,52,89,female,tested,15-19
GNwx6r3BZ8O,Pastor Machage Memorial Hospital,14014,Oruba Ward,Suna West Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2019Q4,5,6,male,tested,10-14
GNwx6r3BZ8O,Pastor Machage Memorial Hospital,14014,Oruba Ward,Suna West Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2020Q1,9,8,male,tested,10-14
GNwx6r3BZ8O,Pastor Machage Memorial Hospital,14014,Oruba Ward,Suna West Sub County,Migori County,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,2020Q2,3,3,male,tested,10-14
GNwx6r3BZ8O,Pastor Machage Memorial Hospital,14014,Oruba Ward,Suna West Sub County,Migori County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2019Q4,2,6,male,tested,20-24
GNwx6r3BZ8O,Pastor Machage Memorial Hospital,14014,Oruba Ward,Suna West Sub County,Migori County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2020Q1,7,7,male,tested,20-24
GNwx6r3BZ8O,Pastor Machage Memorial Hospital,14014,Oruba Ward,Suna West Sub County,Migori County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2020Q2,2,4,male,tested,20-24
GNwx6r3BZ8O,Pastor Machage Memorial Hospital,14014,Oruba Ward,Suna West Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q2,1,,female,tested,15-19
eNAWFykGp3w,Uriri Health Centre,14161,Central kanyamkago Ward,Uriri Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q1,297,318,female,tested,25+
eNAWFykGp3w,Uriri Health Centre,14161,Central kanyamkago Ward,Uriri Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q2,200,199,female,tested,25+
eNAWFykGp3w,Uriri Health Centre,14161,Central kanyamkago Ward,Uriri Sub County,Migori County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2019Q4,49,63,female,tested,10-14
eNAWFykGp3w,Uriri Health Centre,14161,Central kanyamkago Ward,Uriri Sub County,Migori County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2020Q1,9,8,female,tested,10-14
eNAWFykGp3w,Uriri Health Centre,14161,Central kanyamkago Ward,Uriri Sub County,Migori County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2020Q2,1,1,female,tested,10-14
eNAWFykGp3w,Uriri Health Centre,14161,Central kanyamkago Ward,Uriri Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q2,93,95,female,tested,20-24
EVf9vo84kFZ,Oyani Health Centre,14009,East kanyamkago Ward,Uriri Sub County,Migori County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2019Q4,19,21,female,tested,10-14
EVf9vo84kFZ,Oyani Health Centre,14009,East kanyamkago Ward,Uriri Sub County,Migori County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2020Q1,4,10,female,tested,10-14
EVf9vo84kFZ,Oyani Health Centre,14009,East kanyamkago Ward,Uriri Sub County,Migori County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2020Q2,3,5,female,tested,10-14
EVf9vo84kFZ,Oyani Health Centre,14009,East kanyamkago Ward,Uriri Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2019Q4,149,141,male,tested,25+
EVf9vo84kFZ,Oyani Health Centre,14009,East kanyamkago Ward,Uriri Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2019Q4,112,191,female,tested,20-24
EVf9vo84kFZ,Oyani Health Centre,14009,East kanyamkago Ward,Uriri Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q2,82,88,female,tested,20-24
EVf9vo84kFZ,Oyani Health Centre,14009,East kanyamkago Ward,Uriri Sub County,Migori County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2020Q2,8,6,n,tested,1-9
EVf9vo84kFZ,Oyani Health Centre,14009,East kanyamkago Ward,Uriri Sub County,Migori County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2020Q2,29,27,male,tested,20-24
EVf9vo84kFZ,Oyani Health Centre,14009,East kanyamkago Ward,Uriri Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2019Q4,82,120,female,tested,15-19
EVf9vo84kFZ,Oyani Health Centre,14009,East kanyamkago Ward,Uriri Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q1,40,69,female,tested,15-19
EVf9vo84kFZ,Oyani Health Centre,14009,East kanyamkago Ward,Uriri Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q2,70,70,female,tested,15-19
EzccfHE7VSe,Obware Dispensary,20568,Kanyasa Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q1,69,71,female,tested,25+
EzccfHE7VSe,Obware Dispensary,20568,Kanyasa Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,2020Q2,60,61,female,tested,25+
EzccfHE7VSe,Obware Dispensary,20568,Kanyasa Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2019Q4,33,29,female,tested,10-14
EzccfHE7VSe,Obware Dispensary,20568,Kanyasa Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2020Q1,42,47,female,tested,10-14
EzccfHE7VSe,Obware Dispensary,20568,Kanyasa Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2020Q2,4,4,female,tested,10-14
EzccfHE7VSe,Obware Dispensary,20568,Kanyasa Ward,Nyatike Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2019Q4,46,43,male,tested,25+
EzccfHE7VSe,Obware Dispensary,20568,Kanyasa Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q2,42,43,female,tested,20-24
EzccfHE7VSe,Obware Dispensary,20568,Kanyasa Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2019Q4,66,56,n,tested,1-9
EzccfHE7VSe,Obware Dispensary,20568,Kanyasa Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2019Q4,33,40,female,tested,15-19
EzccfHE7VSe,Obware Dispensary,20568,Kanyasa Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q1,61,62,female,tested,15-19
EzccfHE7VSe,Obware Dispensary,20568,Kanyasa Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q2,29,29,female,tested,15-19
f3XukP1v8uT,Kitere,17341,South kamagambo Ward,Rongo Sub County,Migori County,gTkVw97FnQK,MOH 731 Tested_25+ (M) HV01-08,2020Q1,46,57,male,tested,25+
f3XukP1v8uT,Kitere,17341,South kamagambo Ward,Rongo Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2019Q4,74,109,female,tested,20-24
f3XukP1v8uT,Kitere,17341,South kamagambo Ward,Rongo Sub County,Migori County,JiuqbydCIcy,MOH 731 Tested_20-24(F) HV01-07,2020Q2,72,45,female,tested,20-24
f3XukP1v8uT,Kitere,17341,South kamagambo Ward,Rongo Sub County,Migori County,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,2020Q1,5,5,n,tested,1-9
f3XukP1v8uT,Kitere,17341,South kamagambo Ward,Rongo Sub County,Migori County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2019Q4,65,68,male,tested,20-24
f3XukP1v8uT,Kitere,17341,South kamagambo Ward,Rongo Sub County,Migori County,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,2020Q1,35,31,male,tested,20-24
f3XukP1v8uT,Kitere,17341,South kamagambo Ward,Rongo Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2019Q4,33,57,female,tested,15-19
f3XukP1v8uT,Kitere,17341,South kamagambo Ward,Rongo Sub County,Migori County,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,2020Q2,60,48,female,tested,15-19
H8zbf1TS3qy,Got kachola,19928,Got kachola Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,2019Q4,26,32,female,tested,10-14
