facilityuid,facility,code,ward,sub_county,county,indicator,period,dhis2_value,datim_value,gender,age
hpkiX97MN3B,Othoch Rakuom Dispensary,14001,Got kachola Ward,Nyatike Sub County,Migori County,pkShOkgNQt2,2019Q4,15,15.0,(M),20-24
hpkiX97MN3B,Othoch Rakuom Dispensary,14001,Got kachola Ward,Nyatike Sub County,Migori County,pkShOkgNQt2,2020Q1,15,20.0,(M),20-24
hpkiX97MN3B,Othoch Rakuom Dispensary,14001,Got kachola Ward,Nyatike Sub County,Migori County,pkShOkgNQt2,2020Q2,14,14.0,(M),20-24
fzoNOK6Nrqc,Nyamekongoroto Health Centre,13907,Masaba Ward,Kuria West Sub County,Migori County,atSQz5O7e2A,2020Q1,228,167.0,(F),25+
fzoNOK6Nrqc,Nyamekongoroto Health Centre,13907,Masaba Ward,Kuria West Sub County,Migori County,gTkVw97FnQK,2020Q2,124,126.0,(M),25+
fzoNOK6Nrqc,Nyamekongoroto Health Centre,13907,Masaba Ward,Kuria West Sub County,Migori County,JiuqbydCIcy,2019Q4,57,75.0,(F),20-24
fzoNOK6Nrqc,Nyamekongoroto Health Centre,13907,Masaba Ward,Kuria West Sub County,Migori County,pkShOkgNQt2,2019Q4,30,11.0,(M),20-24
fzoNOK6Nrqc,Nyamekongoroto Health Centre,13907,Masaba Ward,Kuria West Sub County,Migori County,YXJf27jfkvS,2019Q4,41,69.0,(F),15-19
fzoNOK6Nrqc,Nyamekongoroto Health Centre,13907,Masaba Ward,Kuria West Sub County,Migori County,YXJf27jfkvS,2020Q1,18,17.0,(F),15-19
B8Y8xuk4MFf,Ngo'nga Dispensary,17052,South sakwa Ward,Awendo Sub County,Migori County,atSQz5O7e2A,2019Q4,87,145.0,(F),25+
B8Y8xuk4MFf,Ngo'nga Dispensary,17052,South sakwa Ward,Awendo Sub County,Migori County,atSQz5O7e2A,2020Q1,57,91.0,(F),25+
B8Y8xuk4MFf,Ngo'nga Dispensary,17052,South sakwa Ward,Awendo Sub County,Migori County,gTkVw97FnQK,2019Q4,89,87.0,(M),25+
B8Y8xuk4MFf,Ngo'nga Dispensary,17052,South sakwa Ward,Awendo Sub County,Migori County,gTkVw97FnQK,2020Q1,40,38.0,(M),25+
B8Y8xuk4MFf,Ngo'nga Dispensary,17052,South sakwa Ward,Awendo Sub County,Migori County,gTkVw97FnQK,2020Q2,39,40.0,(M),25+
B8Y8xuk4MFf,Ngo'nga Dispensary,17052,South sakwa Ward,Awendo Sub County,Migori County,XiRbc0DSMOH,2019Q4,21,19.0,(M),15-19
B8Y8xuk4MFf,Ngo'nga Dispensary,17052,South sakwa Ward,Awendo Sub County,Migori County,XiRbc0DSMOH,2020Q1,7,8.0,(M),15-19
B8Y8xuk4MFf,Ngo'nga Dispensary,17052,South sakwa Ward,Awendo Sub County,Migori County,XiRbc0DSMOH,2020Q2,5,5.0,(M),15-19
G2SApeuVqIS,Royal Nursing Home,14061,Central kamagambo Ward,Rongo Sub County,Migori County,JiuqbydCIcy,2019Q4,119,303.0,(F),20-24
G2SApeuVqIS,Royal Nursing Home,14061,Central kamagambo Ward,Rongo Sub County,Migori County,JiuqbydCIcy,2020Q2,52,111.0,(F),20-24
G2SApeuVqIS,Royal Nursing Home,14061,Central kamagambo Ward,Rongo Sub County,Migori County,YXJf27jfkvS,2020Q2,27,44.0,(F),15-19
G44EhGVs2FX,God Jope Dispensary,13582,God jope Ward,Suna East Sub County,Migori County,gMICOUtzqRb,2019Q4,10,15.0,(F),10-14
G44EhGVs2FX,God Jope Dispensary,13582,God jope Ward,Suna East Sub County,Migori County,gMICOUtzqRb,2020Q1,2,6.0,(F),10-14
G44EhGVs2FX,God Jope Dispensary,13582,God jope Ward,Suna East Sub County,Migori County,gMICOUtzqRb,2020Q2,3,2.0,(F),10-14
G44EhGVs2FX,God Jope Dispensary,13582,God jope Ward,Suna East Sub County,Migori County,gTkVw97FnQK,2019Q4,43,61.0,(M),25+
G44EhGVs2FX,God Jope Dispensary,13582,God jope Ward,Suna East Sub County,Migori County,JiuqbydCIcy,2020Q1,25,60.0,(F),20-24
G44EhGVs2FX,God Jope Dispensary,13582,God jope Ward,Suna East Sub County,Migori County,JiuqbydCIcy,2020Q2,66,79.0,(F),20-24
G44EhGVs2FX,God Jope Dispensary,13582,God jope Ward,Suna East Sub County,Migori County,pkShOkgNQt2,2020Q1,4,8.0,(M),20-24
G44EhGVs2FX,God Jope Dispensary,13582,God jope Ward,Suna East Sub County,Migori County,YXJf27jfkvS,2020Q2,74,73.0,(F),15-19
G4FemD36hGF,Osingo Dispensary,13996,God jope Ward,Suna East Sub County,Migori County,gTkVw97FnQK,2019Q4,55,66.0,(M),25+
G4FemD36hGF,Osingo Dispensary,13996,God jope Ward,Suna East Sub County,Migori County,gTkVw97FnQK,2020Q1,23,44.0,(M),25+
G4FemD36hGF,Osingo Dispensary,13996,God jope Ward,Suna East Sub County,Migori County,JiuqbydCIcy,2019Q4,42,78.0,(F),20-24
G4FemD36hGF,Osingo Dispensary,13996,God jope Ward,Suna East Sub County,Migori County,pkShOkgNQt2,2020Q1,8,12.0,(M),20-24
G4FemD36hGF,Osingo Dispensary,13996,God jope Ward,Suna East Sub County,Migori County,pkShOkgNQt2,2020Q2,18,6.0,(M),20-24
G4FemD36hGF,Osingo Dispensary,13996,God jope Ward,Suna East Sub County,Migori County,YXJf27jfkvS,2019Q4,48,60.0,(F),15-19
G4FemD36hGF,Osingo Dispensary,13996,God jope Ward,Suna East Sub County,Migori County,YXJf27jfkvS,2020Q2,21,29.0,(F),15-19
g8H5Hr3A1QX,Riat Dispensary (Migori),14047,Kanyasa Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,2020Q2,59,59.0,(F),25+
g8H5Hr3A1QX,Riat Dispensary (Migori),14047,Kanyasa Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,2019Q4,2,2.0,,1-9
g8H5Hr3A1QX,Riat Dispensary (Migori),14047,Kanyasa Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,2020Q2,5,5.0,,1-9
g8H5Hr3A1QX,Riat Dispensary (Migori),14047,Kanyasa Ward,Nyatike Sub County,Migori County,pkShOkgNQt2,2019Q4,32,33.0,(M),20-24
g8H5Hr3A1QX,Riat Dispensary (Migori),14047,Kanyasa Ward,Nyatike Sub County,Migori County,pkShOkgNQt2,2020Q1,27,27.0,(M),20-24
g8H5Hr3A1QX,Riat Dispensary (Migori),14047,Kanyasa Ward,Nyatike Sub County,Migori County,pkShOkgNQt2,2020Q2,24,24.0,(M),20-24
g8H5Hr3A1QX,Riat Dispensary (Migori),14047,Kanyasa Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,2019Q4,62,74.0,(F),15-19
g8H5Hr3A1QX,Riat Dispensary (Migori),14047,Kanyasa Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,2020Q1,62,63.0,(F),15-19
g8H5Hr3A1QX,Riat Dispensary (Migori),14047,Kanyasa Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,2020Q2,40,42.0,(F),15-19
bgPs2UcHIcc,Tuungane Centre Awendo,18503,South sakwa Ward,Awendo Sub County,Migori County,atSQz5O7e2A,2019Q4,259,259.0,(F),25+
bgPs2UcHIcc,Tuungane Centre Awendo,18503,South sakwa Ward,Awendo Sub County,Migori County,atSQz5O7e2A,2020Q1,178,61.0,(F),25+
bgPs2UcHIcc,Tuungane Centre Awendo,18503,South sakwa Ward,Awendo Sub County,Migori County,atSQz5O7e2A,2020Q2,82,28.0,(F),25+
bgPs2UcHIcc,Tuungane Centre Awendo,18503,South sakwa Ward,Awendo Sub County,Migori County,gTkVw97FnQK,2019Q4,72,73.0,(M),25+
bgPs2UcHIcc,Tuungane Centre Awendo,18503,South sakwa Ward,Awendo Sub County,Migori County,gTkVw97FnQK,2020Q1,132,112.0,(M),25+
bgPs2UcHIcc,Tuungane Centre Awendo,18503,South sakwa Ward,Awendo Sub County,Migori County,gTkVw97FnQK,2020Q2,41,17.0,(M),25+
bgPs2UcHIcc,Tuungane Centre Awendo,18503,South sakwa Ward,Awendo Sub County,Migori County,OePJt8CcZ0d,2019Q4,5,6.0,,1-9
bgPs2UcHIcc,Tuungane Centre Awendo,18503,South sakwa Ward,Awendo Sub County,Migori County,XiRbc0DSMOH,2019Q4,5,4.0,(M),15-19
bgPs2UcHIcc,Tuungane Centre Awendo,18503,South sakwa Ward,Awendo Sub County,Migori County,XiRbc0DSMOH,2020Q1,9,8.0,(M),15-19
bgPs2UcHIcc,Tuungane Centre Awendo,18503,South sakwa Ward,Awendo Sub County,Migori County,XiRbc0DSMOH,2020Q2,2,1.0,(M),15-19
bi747puqsrA,Matoso Health Clinic,13793,Got kachola Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,2020Q1,132,157.0,(F),25+
bi747puqsrA,Matoso Health Clinic,13793,Got kachola Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,2020Q2,111,123.0,(F),25+
bi747puqsrA,Matoso Health Clinic,13793,Got kachola Ward,Nyatike Sub County,Migori County,gTkVw97FnQK,2019Q4,110,114.0,(M),25+
bi747puqsrA,Matoso Health Clinic,13793,Got kachola Ward,Nyatike Sub County,Migori County,gTkVw97FnQK,2020Q2,90,67.0,(M),25+
bi747puqsrA,Matoso Health Clinic,13793,Got kachola Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,2019Q4,11,21.0,,1-9
bi747puqsrA,Matoso Health Clinic,13793,Got kachola Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,2020Q1,3,13.0,,1-9
bi747puqsrA,Matoso Health Clinic,13793,Got kachola Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,2019Q4,10,11.0,(M),15-19
bi747puqsrA,Matoso Health Clinic,13793,Got kachola Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,2020Q1,12,18.0,(M),15-19
bi747puqsrA,Matoso Health Clinic,13793,Got kachola Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,2020Q2,7,14.0,(M),15-19
gFC5kCFDDqG,Isibania Sub-District Hospital,13625,Isibania Ward,Kuria West Sub County,Migori County,atSQz5O7e2A,2019Q4,202,557.0,(F),25+
gFC5kCFDDqG,Isibania Sub-District Hospital,13625,Isibania Ward,Kuria West Sub County,Migori County,atSQz5O7e2A,2020Q1,191,396.0,(F),25+
gFC5kCFDDqG,Isibania Sub-District Hospital,13625,Isibania Ward,Kuria West Sub County,Migori County,OePJt8CcZ0d,2019Q4,30,32.0,,1-9
gFC5kCFDDqG,Isibania Sub-District Hospital,13625,Isibania Ward,Kuria West Sub County,Migori County,OePJt8CcZ0d,2020Q1,33,31.0,,1-9
gFC5kCFDDqG,Isibania Sub-District Hospital,13625,Isibania Ward,Kuria West Sub County,Migori County,OePJt8CcZ0d,2020Q2,26,26.0,,1-9
gFC5kCFDDqG,Isibania Sub-District Hospital,13625,Isibania Ward,Kuria West Sub County,Migori County,YXJf27jfkvS,2019Q4,43,184.0,(F),15-19
ghUdW9zdUuu,Nyaburi Clinic,13865,Oruba Ward,Suna West Sub County,Migori County,atSQz5O7e2A,2020Q2,44,45.0,(F),25+
ghUdW9zdUuu,Nyaburi Clinic,13865,Oruba Ward,Suna West Sub County,Migori County,JiuqbydCIcy,2020Q1,12,17.0,(F),20-24
ghUdW9zdUuu,Nyaburi Clinic,13865,Oruba Ward,Suna West Sub County,Migori County,pkShOkgNQt2,2020Q1,11,6.0,(M),20-24
ghUdW9zdUuu,Nyaburi Clinic,13865,Oruba Ward,Suna West Sub County,Migori County,YXJf27jfkvS,2019Q4,18,17.0,(F),15-19
gMhjxJKU9mM,St Monica Rapogi Health Centre,14121,North kanyamkago Ward,Uriri Sub County,Migori County,atSQz5O7e2A,2019Q4,336,326.0,(F),25+
gMhjxJKU9mM,St Monica Rapogi Health Centre,14121,North kanyamkago Ward,Uriri Sub County,Migori County,gMICOUtzqRb,2019Q4,22,22.0,(F),10-14
gMhjxJKU9mM,St Monica Rapogi Health Centre,14121,North kanyamkago Ward,Uriri Sub County,Migori County,gMICOUtzqRb,2020Q1,10,13.0,(F),10-14
gMhjxJKU9mM,St Monica Rapogi Health Centre,14121,North kanyamkago Ward,Uriri Sub County,Migori County,gMICOUtzqRb,2020Q2,1,10.0,(F),10-14
gMhjxJKU9mM,St Monica Rapogi Health Centre,14121,North kanyamkago Ward,Uriri Sub County,Migori County,JiuqbydCIcy,2020Q2,41,82.0,(F),20-24
gMhjxJKU9mM,St Monica Rapogi Health Centre,14121,North kanyamkago Ward,Uriri Sub County,Migori County,OePJt8CcZ0d,2019Q4,5,18.0,,1-9
gMhjxJKU9mM,St Monica Rapogi Health Centre,14121,North kanyamkago Ward,Uriri Sub County,Migori County,pkShOkgNQt2,2019Q4,53,52.0,(M),20-24
gMhjxJKU9mM,St Monica Rapogi Health Centre,14121,North kanyamkago Ward,Uriri Sub County,Migori County,pkShOkgNQt2,2020Q1,18,27.0,(M),20-24
gMhjxJKU9mM,St Monica Rapogi Health Centre,14121,North kanyamkago Ward,Uriri Sub County,Migori County,pkShOkgNQt2,2020Q2,24,24.0,(M),20-24
gMhjxJKU9mM,St Monica Rapogi Health Centre,14121,North kanyamkago Ward,Uriri Sub County,Migori County,YXJf27jfkvS,2020Q2,27,51.0,(F),15-19
BSIVRetkq9o,Getongoroma Dispensary,13569,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,atSQz5O7e2A,2019Q4,70,102.0,(F),25+
BSIVRetkq9o,Getongoroma Dispensary,13569,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,atSQz5O7e2A,2020Q1,90,134.0,(F),25+
BSIVRetkq9o,Getongoroma Dispensary,13569,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,atSQz5O7e2A,2020Q2,59,73.0,(F),25+
BSIVRetkq9o,Getongoroma Dispensary,13569,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,gMICOUtzqRb,2019Q4,10,9.0,(F),10-14
BSIVRetkq9o,Getongoroma Dispensary,13569,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,gMICOUtzqRb,2020Q1,2,1.0,(F),10-14
BSIVRetkq9o,Getongoroma Dispensary,13569,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,gMICOUtzqRb,2020Q2,1,1.0,(F),10-14
BSIVRetkq9o,Getongoroma Dispensary,13569,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,gTkVw97FnQK,2019Q4,50,50.0,(M),25+
BSIVRetkq9o,Getongoroma Dispensary,13569,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,gTkVw97FnQK,2020Q1,42,51.0,(M),25+
BSIVRetkq9o,Getongoroma Dispensary,13569,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,OePJt8CcZ0d,2020Q1,7,7.0,,1-9
BSIVRetkq9o,Getongoroma Dispensary,13569,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,OePJt8CcZ0d,2020Q2,6,11.0,,1-9
BSIVRetkq9o,Getongoroma Dispensary,13569,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,XiRbc0DSMOH,2019Q4,6,6.0,(M),15-19
BSIVRetkq9o,Getongoroma Dispensary,13569,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,XiRbc0DSMOH,2020Q1,3,3.0,(M),15-19
BSIVRetkq9o,Getongoroma Dispensary,13569,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,XiRbc0DSMOH,2020Q2,2,2.0,(M),15-19
GNwx6r3BZ8O,Pastor Machage Memorial Hospital,14014,Oruba Ward,Suna West Sub County,Migori County,JiuqbydCIcy,2019Q4,6,6.0,(F),20-24
GNwx6r3BZ8O,Pastor Machage Memorial Hospital,14014,Oruba Ward,Suna West Sub County,Migori County,JiuqbydCIcy,2020Q1,12,14.0,(F),20-24
GNwx6r3BZ8O,Pastor Machage Memorial Hospital,14014,Oruba Ward,Suna West Sub County,Migori County,OePJt8CcZ0d,2019Q4,15,14.0,,1-9
GNwx6r3BZ8O,Pastor Machage Memorial Hospital,14014,Oruba Ward,Suna West Sub County,Migori County,OePJt8CcZ0d,2020Q1,11,11.0,,1-9
GNwx6r3BZ8O,Pastor Machage Memorial Hospital,14014,Oruba Ward,Suna West Sub County,Migori County,YXJf27jfkvS,2019Q4,9,14.0,(F),15-19
GNwx6r3BZ8O,Pastor Machage Memorial Hospital,14014,Oruba Ward,Suna West Sub County,Migori County,YXJf27jfkvS,2020Q1,8,9.0,(F),15-19
bSxPFKvm0Qh,Kehancha Mother & Child Hospital,13665,Bukira east Ward,Kuria West Sub County,Migori County,atSQz5O7e2A,2020Q1,73,83.0,(F),25+
bSxPFKvm0Qh,Kehancha Mother & Child Hospital,13665,Bukira east Ward,Kuria West Sub County,Migori County,atSQz5O7e2A,2020Q2,50,67.0,(F),25+
bSxPFKvm0Qh,Kehancha Mother & Child Hospital,13665,Bukira east Ward,Kuria West Sub County,Migori County,gMICOUtzqRb,2019Q4,3,2.0,(F),10-14
bSxPFKvm0Qh,Kehancha Mother & Child Hospital,13665,Bukira east Ward,Kuria West Sub County,Migori County,gMICOUtzqRb,2020Q1,7,7.0,(F),10-14
bSxPFKvm0Qh,Kehancha Mother & Child Hospital,13665,Bukira east Ward,Kuria West Sub County,Migori County,gMICOUtzqRb,2020Q2,2,1.0,(F),10-14
bSxPFKvm0Qh,Kehancha Mother & Child Hospital,13665,Bukira east Ward,Kuria West Sub County,Migori County,gTkVw97FnQK,2019Q4,44,50.0,(M),25+
bSxPFKvm0Qh,Kehancha Mother & Child Hospital,13665,Bukira east Ward,Kuria West Sub County,Migori County,gTkVw97FnQK,2020Q1,82,80.0,(M),25+
bSxPFKvm0Qh,Kehancha Mother & Child Hospital,13665,Bukira east Ward,Kuria West Sub County,Migori County,gTkVw97FnQK,2020Q2,55,47.0,(M),25+
bSxPFKvm0Qh,Kehancha Mother & Child Hospital,13665,Bukira east Ward,Kuria West Sub County,Migori County,XiRbc0DSMOH,2019Q4,8,4.0,(M),15-19
bSxPFKvm0Qh,Kehancha Mother & Child Hospital,13665,Bukira east Ward,Kuria West Sub County,Migori County,XiRbc0DSMOH,2020Q1,6,5.0,(M),15-19
bSxPFKvm0Qh,Kehancha Mother & Child Hospital,13665,Bukira east Ward,Kuria West Sub County,Migori County,XiRbc0DSMOH,2020Q2,3,4.0,(M),15-19
I2z6MT7pHrX,Ranen (SDA) Dispensary,14032,North sakwa Ward,Awendo Sub County,Migori County,JiuqbydCIcy,2020Q1,26,40.0,(F),20-24
BXOrXdOZoWE,Macalder Sub-District Hospital,13745,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,2019Q4,243,216.0,(F),25+
BXOrXdOZoWE,Macalder Sub-District Hospital,13745,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,2020Q1,236,181.0,(F),25+
BXOrXdOZoWE,Macalder Sub-District Hospital,13745,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,gTkVw97FnQK,2019Q4,185,173.0,(M),25+
BXOrXdOZoWE,Macalder Sub-District Hospital,13745,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,lj9QYJqS7bN,2019Q4,11,11.0,(M),10-14
BXOrXdOZoWE,Macalder Sub-District Hospital,13745,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,lj9QYJqS7bN,2020Q1,1,1.0,(M),10-14
BXOrXdOZoWE,Macalder Sub-District Hospital,13745,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,2019Q4,17,12.0,,1-9
BXOrXdOZoWE,Macalder Sub-District Hospital,13745,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,2020Q1,6,5.0,,1-9
BXOrXdOZoWE,Macalder Sub-District Hospital,13745,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,2019Q4,47,46.0,(M),15-19
BXOrXdOZoWE,Macalder Sub-District Hospital,13745,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,2020Q1,39,39.0,(M),15-19
BXOrXdOZoWE,Macalder Sub-District Hospital,13745,Macalder/kanyarwanda Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,2020Q1,64,75.0,(F),15-19
I2z6MT7pHrX,Ranen (SDA) Dispensary,14032,North sakwa Ward,Awendo Sub County,Migori County,OePJt8CcZ0d,2020Q2,10,10.0,,1-9
I2z6MT7pHrX,Ranen (SDA) Dispensary,14032,North sakwa Ward,Awendo Sub County,Migori County,pkShOkgNQt2,2020Q1,16,17.0,(M),20-24
I2z6MT7pHrX,Ranen (SDA) Dispensary,14032,North sakwa Ward,Awendo Sub County,Migori County,YXJf27jfkvS,2020Q1,27,34.0,(F),15-19
cd2oXY1uQan,Verna Health Centre,14166,East kamagambo Ward,Rongo Sub County,Migori County,atSQz5O7e2A,2019Q4,401,426.0,(F),25+
cd2oXY1uQan,Verna Health Centre,14166,East kamagambo Ward,Rongo Sub County,Migori County,atSQz5O7e2A,2020Q2,175,222.0,(F),25+
cd2oXY1uQan,Verna Health Centre,14166,East kamagambo Ward,Rongo Sub County,Migori County,gTkVw97FnQK,2019Q4,222,232.0,(M),25+
cd2oXY1uQan,Verna Health Centre,14166,East kamagambo Ward,Rongo Sub County,Migori County,gTkVw97FnQK,2020Q1,250,250.0,(M),25+
cd2oXY1uQan,Verna Health Centre,14166,East kamagambo Ward,Rongo Sub County,Migori County,gTkVw97FnQK,2020Q2,126,125.0,(M),25+
cd2oXY1uQan,Verna Health Centre,14166,East kamagambo Ward,Rongo Sub County,Migori County,OePJt8CcZ0d,2020Q1,15,16.0,,1-9
cd2oXY1uQan,Verna Health Centre,14166,East kamagambo Ward,Rongo Sub County,Migori County,OePJt8CcZ0d,2020Q2,11,11.0,,1-9
cd2oXY1uQan,Verna Health Centre,14166,East kamagambo Ward,Rongo Sub County,Migori County,XiRbc0DSMOH,2019Q4,38,43.0,(M),15-19
cd2oXY1uQan,Verna Health Centre,14166,East kamagambo Ward,Rongo Sub County,Migori County,XiRbc0DSMOH,2020Q1,45,44.0,(M),15-19
cd2oXY1uQan,Verna Health Centre,14166,East kamagambo Ward,Rongo Sub County,Migori County,XiRbc0DSMOH,2020Q2,11,11.0,(M),15-19
cdSguOsrorH,Iraha Dispensary,13619,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,atSQz5O7e2A,2019Q4,21,72.0,(F),25+
cdSguOsrorH,Iraha Dispensary,13619,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,atSQz5O7e2A,2020Q1,19,34.0,(F),25+
cdSguOsrorH,Iraha Dispensary,13619,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,gTkVw97FnQK,2019Q4,15,16.0,(M),25+
cdSguOsrorH,Iraha Dispensary,13619,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,gTkVw97FnQK,2020Q1,13,13.0,(M),25+
cdSguOsrorH,Iraha Dispensary,13619,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,gTkVw97FnQK,2020Q2,9,10.0,(M),25+
cdSguOsrorH,Iraha Dispensary,13619,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,XiRbc0DSMOH,2019Q4,4,4.0,(M),15-19
cdSguOsrorH,Iraha Dispensary,13619,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,XiRbc0DSMOH,2020Q1,3,2.0,(M),15-19
cdSguOsrorH,Iraha Dispensary,13619,Nyamosense/komosoko Ward,Kuria West Sub County,Migori County,XiRbc0DSMOH,2020Q2,1,1.0,(M),15-19
H8zbf1TS3qy,Got kachola,19928,Got kachola Ward,Nyatike Sub County,Migori County,gTkVw97FnQK,2019Q4,89,96.0,(M),25+
H8zbf1TS3qy,Got kachola,19928,Got kachola Ward,Nyatike Sub County,Migori County,JiuqbydCIcy,2019Q4,33,53.0,(F),20-24
H8zbf1TS3qy,Got kachola,19928,Got kachola Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,2020Q1,63,55.0,,1-9
H8zbf1TS3qy,Got kachola,19928,Got kachola Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,2019Q4,36,42.0,(F),15-19
H8zbf1TS3qy,Got kachola,19928,Got kachola Ward,Nyatike Sub County,Migori County,YXJf27jfkvS,2020Q2,26,38.0,(F),15-19
hcF52HKSsCR,Suna Rabuor Dispensary,14135,Kwa Ward,Suna East Sub County,Migori County,atSQz5O7e2A,2020Q2,130,125.0,(F),25+
hcF52HKSsCR,Suna Rabuor Dispensary,14135,Kwa Ward,Suna East Sub County,Migori County,JiuqbydCIcy,2019Q4,79,126.0,(F),20-24
hcF52HKSsCR,Suna Rabuor Dispensary,14135,Kwa Ward,Suna East Sub County,Migori County,JiuqbydCIcy,2020Q2,64,66.0,(F),20-24
hcF52HKSsCR,Suna Rabuor Dispensary,14135,Kwa Ward,Suna East Sub County,Migori County,lj9QYJqS7bN,2019Q4,3,3.0,(M),10-14
hcF52HKSsCR,Suna Rabuor Dispensary,14135,Kwa Ward,Suna East Sub County,Migori County,lj9QYJqS7bN,2020Q1,12,9.0,(M),10-14
hcF52HKSsCR,Suna Rabuor Dispensary,14135,Kwa Ward,Suna East Sub County,Migori County,lj9QYJqS7bN,2020Q2,5,6.0,(M),10-14
hcF52HKSsCR,Suna Rabuor Dispensary,14135,Kwa Ward,Suna East Sub County,Migori County,OePJt8CcZ0d,2020Q2,13,14.0,,1-9
hcF52HKSsCR,Suna Rabuor Dispensary,14135,Kwa Ward,Suna East Sub County,Migori County,YXJf27jfkvS,2019Q4,69,117.0,(F),15-19
hcF52HKSsCR,Suna Rabuor Dispensary,14135,Kwa Ward,Suna East Sub County,Migori County,YXJf27jfkvS,2020Q1,57,62.0,(F),15-19
hcF52HKSsCR,Suna Rabuor Dispensary,14135,Kwa Ward,Suna East Sub County,Migori County,YXJf27jfkvS,2020Q2,45,46.0,(F),15-19
cLo2mMOlSkq,Muhuru Health Centre,13833,Muhuru Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,2019Q4,321,324.0,(F),25+
cLo2mMOlSkq,Muhuru Health Centre,13833,Muhuru Ward,Nyatike Sub County,Migori County,atSQz5O7e2A,2020Q2,154,213.0,(F),25+
cLo2mMOlSkq,Muhuru Health Centre,13833,Muhuru Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,2019Q4,21,20.0,(F),10-14
cLo2mMOlSkq,Muhuru Health Centre,13833,Muhuru Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,2020Q1,26,31.0,(F),10-14
cLo2mMOlSkq,Muhuru Health Centre,13833,Muhuru Ward,Nyatike Sub County,Migori County,gMICOUtzqRb,2020Q2,7,9.0,(F),10-14
cLo2mMOlSkq,Muhuru Health Centre,13833,Muhuru Ward,Nyatike Sub County,Migori County,gTkVw97FnQK,2020Q1,197,201.0,(M),25+
cLo2mMOlSkq,Muhuru Health Centre,13833,Muhuru Ward,Nyatike Sub County,Migori County,OePJt8CcZ0d,2020Q2,4,5.0,,1-9
cLo2mMOlSkq,Muhuru Health Centre,13833,Muhuru Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,2019Q4,64,59.0,(M),15-19
cLo2mMOlSkq,Muhuru Health Centre,13833,Muhuru Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,2020Q1,70,70.0,(M),15-19
cLo2mMOlSkq,Muhuru Health Centre,13833,Muhuru Ward,Nyatike Sub County,Migori County,XiRbc0DSMOH,2020Q2,87,86.0,(M),15-19
hHb5SzuuyHK,Nyabokarange Dispensary,13862,Bukira Central/Ikerege Ward,Kuria West Sub County,Migori County,gMICOUtzqRb,2019Q4,1,1.0,(F),10-14
